row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country_region,city,state_province,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,order_year,order_month,order_quarter,weekday,delivery_days,shipping_speed,profit_margin_pct,estimated_cost,discount_bucket,loss_flag
17,US-2022-135405,2022-01-09,2022-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344,2,0.2,1.1679999999999997,2022,1,1,Sunday,4,Medium,12.499999999999996,8.176,Low,0
18,US-2022-135405,2022-01-09,2022-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.200000000000003,3,0.2,9.749999999999996,2022,1,1,Sunday,4,Medium,31.249999999999982,21.450000000000006,Low,0
19,US-2022-149020,2022-01-10,2022-01-15,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,1,0.0,21.2954,2022,1,1,Monday,5,Medium,41.0,30.644599999999997,No Discount,0
20,US-2022-149020,2022-01-10,2022-01-15,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10004272,Office Supplies,Labels,Avery 482,2.89,1,0.0,1.3583,2022,1,1,Monday,5,Medium,47.0,1.5317,No Discount,0
21,US-2022-130092,2022-01-11,2022-01-14,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,19901,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0.0,3.0813999999999995,2022,1,1,Tuesday,3,Medium,30.999999999999993,6.8586,No Discount,0
22,US-2022-157147,2022-01-13,2022-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.99899999999997,3,0.15,3.929400000000008,2022,1,1,Thursday,5,Medium,1.1764705882352966,330.0696,Low,0
23,US-2022-109232,2022-01-13,2022-01-16,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464,South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,545.9399999999999,6,0.0,87.35040000000004,2022,1,1,Thursday,3,Medium,16.000000000000007,458.5895999999999,No Discount,0
24,US-2022-157147,2022-01-13,2022-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0.0,6.566999999999998,2022,1,1,Thursday,5,Medium,32.99999999999999,13.333,No Discount,0
25,US-2022-118192,2022-01-13,2022-01-18,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,3.4380000000000006,2,0.7,-2.5212000000000003,2022,1,1,Thursday,5,Medium,-73.33333333333333,5.959200000000001,High,1
26,US-2022-162775,2022-01-13,2022-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,5.64,3,0.0,2.7071999999999994,2022,1,1,Thursday,2,Fast,47.99999999999999,2.9328000000000003,No Discount,0
27,US-2022-162775,2022-01-13,2022-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50.94,3,0.0,25.47,2022,1,1,Thursday,2,Fast,50.0,25.47,No Discount,0
28,US-2022-162775,2022-01-13,2022-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36,2,0.0,5.339199999999999,2022,1,1,Thursday,2,Fast,46.99999999999999,6.0208,No Discount,0
29,US-2022-118192,2022-01-13,2022-01-18,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,37.408,7,0.2,13.0928,2022,1,1,Thursday,5,Medium,35.0,24.3152,Low,0
30,US-2022-162775,2022-01-13,2022-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,6,0.0,34.354799999999955,2022,1,1,Thursday,2,Fast,5.999999999999991,538.2252000000001,No Discount,0
31,US-2022-157147,2022-01-13,2022-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0.0,238.6529999999999,2022,1,1,Thursday,5,Medium,17.999999999999993,1087.1970000000001,No Discount,0
32,US-2022-162775,2022-01-13,2022-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646.74,6,0.0,258.696,2022,1,1,Thursday,2,Fast,40.0,388.044,No Discount,0
33,US-2022-149524,2022-01-14,2022-01-15,First Class,BS-11590,Brendan Sweed,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,4,0.5,-53.28560000000001,2022,1,1,Friday,1,Fast,-86.00000000000001,115.24560000000001,Medium,1
34,US-2022-103366,2022-01-15,2022-01-17,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5,0.0,65.97800000000001,2022,1,1,Saturday,2,Fast,44.000000000000014,83.97199999999998,No Discount,0
35,US-2022-115791,2022-01-16,2022-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,6,0.2,28.5984,2022,1,1,Sunday,2,Fast,22.5,98.5056,Low,0
36,US-2022-115791,2022-01-16,2022-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.588000000000005,2,0.7,-13.6312,2022,1,1,Sunday,2,Fast,-73.33333333333331,32.2192,High,1
37,US-2022-115791,2022-01-16,2022-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.072000000000003,3,0.2,10.149299999999997,2022,1,1,Sunday,2,Fast,33.749999999999986,19.922700000000006,Low,0
38,US-2022-115791,2022-01-16,2022-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124.2,3,0.4,-31.05000000000001,2022,1,1,Sunday,2,Fast,-25.00000000000001,155.25,Medium,1
39,US-2022-123477,2022-01-18,2022-01-21,Second Class,DW-13195,David Wiener,Corporate,United States,Springfield,Oregon,97477,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,0.2,6.486400000000003,2022,1,1,Tuesday,3,Medium,10.000000000000005,58.3776,Low,0
40,US-2022-146591,2022-01-19,2022-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47000000000003,5,0.7,-320.597,2022,1,1,Wednesday,1,Fast,-176.66666666666663,502.067,High,1
41,US-2022-146591,2022-01-19,2022-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,0.7,-23.716,2022,1,1,Wednesday,1,Fast,-73.33333333333333,56.056000000000004,High,1
42,US-2022-146591,2022-01-19,2022-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.2,36.693,2022,1,1,Wednesday,1,Fast,33.75,72.027,Low,0
43,US-2022-146591,2022-01-19,2022-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,4,0.2,19.6224,2022,1,1,Wednesday,1,Fast,35.0,36.4416,Low,0
44,US-2022-147627,2022-01-20,2022-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,3,0.0,224.2673999999999,2022,1,1,Thursday,6,Slow,20.99999999999999,843.6726000000001,No Discount,0
45,US-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0.0,4.860899999999999,2022,1,1,Thursday,6,Slow,32.99999999999999,9.869100000000001,No Discount,0
46,US-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0.0,30.02340000000001,2022,1,1,Thursday,6,Slow,11.000000000000004,242.9166,No Discount,0
47,US-2022-147627,2022-01-20,2022-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4,0.0,11.579999999999998,2022,1,1,Thursday,6,Slow,29.999999999999993,27.020000000000003,No Discount,0
48,US-2022-148614,2022-01-20,2022-01-25,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0.0,5.789999999999999,2022,1,1,Thursday,5,Medium,29.999999999999993,13.510000000000002,No Discount,0
49,US-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,4,0.1,93.5816,2022,1,1,Thursday,6,Slow,37.77777777777778,154.13440000000003,Low,0
50,US-2022-147627,2022-01-20,2022-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,22.959999999999997,7,0.0,6.658399999999997,2022,1,1,Thursday,6,Slow,28.999999999999986,16.3016,No Discount,0
51,US-2022-147627,2022-01-20,2022-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3,0.0,1.7901,2022,1,1,Thursday,6,Slow,27.0,4.8399,No Discount,0
52,US-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,0.0,12.7368,2022,1,1,Thursday,6,Slow,28.999999999999996,31.1832,No Discount,0
53,US-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,5,0.0,8.953499999999998,2022,1,1,Thursday,6,Slow,46.999999999999986,10.096500000000002,No Discount,0
54,US-2022-147774,2022-01-20,2022-01-26,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Smyrna,Tennessee,37167,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67.194,1,0.7,-51.515399999999985,2022,1,1,Thursday,6,Slow,-76.66666666666664,118.70939999999999,High,1
55,US-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29.700000000000003,5,0.0,13.365,2022,1,1,Thursday,6,Slow,44.99999999999999,16.335,No Discount,0
56,US-2022-147627,2022-01-20,2022-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,3,0.0,10.9698,2022,1,1,Thursday,6,Slow,47.0,12.3702,No Discount,0
57,US-2022-148614,2022-01-20,2022-01-25,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0.0,9.2928,2022,1,1,Thursday,5,Medium,48.0,10.0672,No Discount,0
58,US-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,13.98,1,0.0,4.0542,2022,1,1,Thursday,6,Slow,28.999999999999996,9.9258,No Discount,0
59,US-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,2,0.0,15.9792,2022,1,1,Thursday,6,Slow,24.000000000000004,50.6008,No Discount,0
60,US-2022-147627,2022-01-20,2022-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,7,0.0,181.9818,2022,1,1,Thursday,6,Slow,26.0,517.9481999999999,No Discount,0
61,US-2022-110422,2022-01-21,2022-01-23,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Miami,Florida,33180,South,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,25.248,3,0.2,4.102799999999999,2022,1,1,Friday,2,Fast,16.249999999999996,21.145200000000003,Low,0
62,CA-2022-115238,2022-01-21,2022-01-24,Standard Class,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",24.3,5,0.0,10.45,2022,1,1,Friday,3,Medium,43.00411522633745,13.850000000000001,No Discount,0
63,CA-2022-115238,2022-01-21,2022-01-24,Standard Class,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",9.48,1,0.0,3.79,2022,1,1,Friday,3,Medium,39.9789029535865,5.69,No Discount,0
64,CA-2022-115238,2022-01-21,2022-01-24,Standard Class,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",31.4,5,0.0,13.19,2022,1,1,Friday,3,Medium,42.0063694267516,18.21,No Discount,0
65,CA-2022-115238,2022-01-21,2022-01-24,Standard Class,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),6.48,1,0.0,3.11,2022,1,1,Friday,3,Medium,47.99382716049382,3.3700000000000006,No Discount,0
66,CA-2022-115238,2022-01-21,2022-01-24,Standard Class,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",209.5,10,0.0,58.66,2022,1,1,Friday,3,Medium,27.999999999999996,150.84,No Discount,0
67,US-2022-146997,2022-01-23,2022-01-27,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5.9399999999999995,3,0.0,0.0,2022,1,1,Sunday,4,Medium,0.0,5.9399999999999995,No Discount,0
68,US-2022-102645,2022-01-23,2022-01-28,Standard Class,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08,6,0.0,19.2384,2022,1,1,Sunday,5,Medium,48.0,20.8416,No Discount,0
69,US-2022-167997,2022-01-26,2022-01-29,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0.0,39.7488,2022,1,1,Wednesday,3,Medium,28.000000000000004,102.2112,No Discount,0
70,US-2022-155502,2022-01-26,2022-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.419999999999998,3,0.0,4.4712,2022,1,1,Wednesday,5,Medium,36.00000000000001,7.9487999999999985,No Discount,0
71,US-2022-155502,2022-01-26,2022-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82000000000001,3,0.0,30.7818,2022,1,1,Wednesday,5,Medium,48.99999999999999,32.0382,No Discount,0
72,US-2022-167997,2022-01-26,2022-01-29,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,2,0.0,5.0196,2022,1,1,Wednesday,3,Medium,47.0,5.6604,No Discount,0
73,US-2022-155502,2022-01-26,2022-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,2,0.0,8.34,2022,1,1,Wednesday,5,Medium,50.0,8.34,No Discount,0
74,US-2022-155502,2022-01-26,2022-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,3,0.0,9.3312,2022,1,1,Wednesday,5,Medium,48.00000000000001,10.1088,No Discount,0
75,US-2022-155502,2022-01-26,2022-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92,8,0.0,0.0,2022,1,1,Wednesday,5,Medium,0.0,489.92,No Discount,0
76,US-2022-155502,2022-01-26,2022-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,187.98,2,0.0,52.6344,2022,1,1,Wednesday,5,Medium,28.000000000000004,135.3456,No Discount,0
77,US-2022-155502,2022-01-26,2022-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,155.35,13,0.0,0.0,2022,1,1,Wednesday,5,Medium,0.0,155.35,No Discount,0
78,US-2022-117163,2022-01-27,2022-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,333.0,3,0.2,-16.64999999999999,2022,1,1,Thursday,6,Slow,-4.999999999999997,349.65,Low,1
79,US-2022-117163,2022-01-27,2022-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0.0,12.025199999999998,2022,1,1,Thursday,6,Slow,32.99999999999999,24.4148,No Discount,0
80,US-2022-117163,2022-01-27,2022-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,1,0.0,14.307499999999996,2022,1,1,Thursday,6,Slow,24.999999999999993,42.9225,No Discount,0
81,US-2022-100328,2022-01-28,2022-02-03,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,1,0.2,1.3257,2022,1,1,Friday,6,Slow,33.75,2.6022999999999996,Low,0
